ax,ay,az,gx,gy,gz,hg_ax,hg_ay,hg_az,t_ms,p1_label,p1_crash,p2_label,p2_crash
0.4706,0.135,9.6575,-1.3622,-0.3647,1.1539,0.4484,0.1221,9.6268,1,0,0.15370659276867144,,
-0.6524,0.2188,10.071,-1.5032,-0.7624,-3.595,-0.5995,0.2539,9.9924,2,0,0.1537691488359536,,
0.1696,0.2925,10.1378,-2.4657,1.4568,-2.7001,0.1976,0.2607,10.2116,3,0,0.15262407051682947,,
0.4173,-0.1022,9.9465,-0.3517,-2.6202,0.6747,0.3519,-0.1526,9.8758,4,0,0.15370659276867144,,
-0.0359,-0.6338,10.0344,0.4486,-5.8334,-0.3083,0.0711,-0.6136,10.0799,5,0,0.15337773884868683,,
-0.0404,0.3178,9.8817,-1.9487,4.1324,-2.2431,-0.0764,0.2987,9.8579,6,0,0.15370659276867144,,
-0.2908,-0.1289,9.7968,1.138,0.2315,-2.5953,-0.3099,-0.188,9.7987,7,0,0.15370659276867144,,
-0.4638,0.1038,9.8879,-0.5853,-2.7149,3.6176,-0.4514,0.1759,9.8559,8,0,0.15370659276867144,,
-0.3309,0.2428,9.9819,-1.771,-0.5211,2.3696,-0.3599,0.2526,9.9369,9,0,0.15370659276867144,,
-0.0482,-0.1885,9.4698,0.82,3.9979,1.4481,-0.0424,-0.276,9.5243,10,0,0.15370659276867144,,
0.1209,-0.0042,9.9221,-5.4378,0.8651,-3.822,0.1551,0.0042,9.8564,11,0,0.15370659276867144,,
-0.1171,0.0649,9.8132,2.5739,-1.5457,3.2043,-0.087,0.098,9.8132,12,0,0.15370659276867144,,
-0.2105,0.1219,9.8716,-1.0376,1.5966,0.7607,-0.1396,0.1408,9.8564,13,0,0.15370659276867144,,
-0.0426,0.3562,9.7715,1.6672,-6.0112,2.4804,0.0096,0.2979,9.7334,14,0,0.15370659276867144,,
0.1579,-0.3514,10.1224,1.5446,-1.5736,-1.8692,0.1763,-0.3778,10.1964,15,0,0.15332031675608063,,
0.2966,0.1942,9.8097,-0.5303,-0.8817,3.6217,0.3028,0.1164,9.7812,16,0,0.15370659276867144,,
-0.125,-0.3868,9.8537,-0.6457,-1.3761,-0.3273,-0.099,-0.3866,9.9093,17,0,0.15370659276867144,,
-0.1604,-0.066,9.6225,-1.8917,4.8403,3.3817,-0.1233,-0.0485,9.5567,18,0,0.15370659276867144,,
0.4344,0.0614,10.0188,-2.2922,0.2698,2.2025,0.4761,0.0294,9.9071,19,0,0.15370659276867144,,
0.1651,-0.0471,9.5962,3.16,3.9577,2.0458,0.1399,-0.004,9.5937,20,0,0.15370659276867144,,
0.2034,0.3698,9.6692,0.2308,-1.4603,0.7496,0.1768,0.3424,9.6673,21,0,0.15370659276867144,,
-0.0166,0.6271,9.6814,-1.3844,2.1893,-4.1006,-0.0616,0.6879,9.7762,22,0,0.1504290645049972,,
-0.0544,0.1408,9.9447,-1.5111,3.3594,3.4892,-0.1203,0.0592,9.9669,23,0,0.15370659276867144,,
0.1261,0.2399,9.7655,1.643,-2.194,-5.9987,0.1649,0.2298,9.7395,24,0,0.15370659276867144,,
-0.3849,-0.0984,9.437,-0.0021,-0.4887,1.8749,-0.4257,-0.0185,9.4139,25,0,0.152691395331968,,
0.1878,0.1383,9.5588,5.2486,3.449,-0.8961,0.2334,0.1175,9.5684,26,0,0.15370659276867144,,
-0.164,0.4345,9.6645,5.2285,-3.1548,3.5029,-0.0516,0.5087,9.6341,27,0,0.15370659276867144,,
-0.3855,-0.027,9.5198,-0.7504,-0.8887,-6.0089,-0.3646,-0.0999,9.5314,28,0,0.15370659276867144,,
0.2565,0.0236,9.6818,-1.2446,-0.1906,2.1649,0.3162,0.0086,9.7202,29,0,0.15370659276867144,,
-0.6917,0.1347,9.7574,0.1448,-1.0629,3.026,-0.6917,0.1136,9.7289,30,0,0.1585856003114211,,
-0.1679,0.1063,9.9304,1.8065,5.5195,-0.8342,-0.2327,0.1543,9.9322,31,0,0.15370659276867144,,
-0.0768,-0.0774,9.798,4.4631,-2.3674,0.9941,-0.1067,0.0231,9.8568,32,0,0.15370659276867144,,
-0.2889,-0.3439,9.7445,-4.0415,-0.1113,-2.2106,-0.3757,-0.4068,9.7961,33,0,0.15370659276867144,,
-0.3047,0.1281,9.5194,-3.3536,0.5051,0.573,-0.3683,0.151,9.4597,34,0,0.15370659276867144,,
0.2924,-0.1527,9.8522,-0.6231,-1.1493,-1.7276,0.2119,-0.1571,9.8049,35,0,0.15370659276867144,,
0.3078,-0.0906,9.9314,1.3566,1.0562,-2.7576,0.3722,-0.0747,9.9597,36,0,0.15370659276867144,,
0.2064,0.0743,9.7135,2.7259,-0.1666,-1.8387,0.2448,0.1183,9.6908,37,0,0.15370659276867144,,
-0.3269,-0.0445,9.5116,0.0692,4.0979,-5.6715,-0.3249,-0.0867,9.5926,38,0,0.15370659276867144,,
