ax,ay,az,gx,gy,gz,hg_ax,hg_ay,hg_az,ms,true_label,p1_label,p1_crash,p2_label,p2_crash
-0.05768481590284881,0.2820508539202742,9.937537582249087,3.9070393068242453,1.9209117834872809,2.1720477251713044,-0.016782644827321835,0.30385265091953595,9.916665772507564,0,0,0,0.1537,,
0.11227874447199054,-0.08946962150147561,9.738221013885305,-1.1868472074561802,-10.163776134035606,-1.9962109982634286,0.1503757872189092,-0.10343830892489038,9.780661661995671,1,0,0,0.1469,,
-0.168114877866438,0.10427308068858239,9.743399086823414,-2.658331764705044,-2.8489159924976297,0.39912425761063486,-0.15269664282055312,0.08662401046492907,9.680925074547623,2,0,0,0.1537,,
-0.13118908253614422,0.014514369268237567,9.996915320168293,1.1815234680422155,3.052485213963293,-0.19926926594911393,-0.07722452875195415,-0.04522921215828564,10.039658268563024,3,0,0,0.1537,,
0.3329787212709933,-0.12133276356432406,9.897436458255582,-1.1464397140266787,3.0197252489556328,2.6021496693760344,0.4143013141197497,-0.1288412229162877,9.888499423251192,4,0,0,0.1537,,
-0.2373939960321641,-0.43561083566303094,9.826546030730144,-4.227401865179479,-1.7948001489707426,-3.4411319608127657,-0.22629784447450654,-0.40055551227924446,9.837185738814288,5,0,0,0.1537,,
0.014444775721456799,-0.6569570204123034,9.613696473835736,4.092685439182413,6.079086667339181,-1.0456876116761769,0.025587481317179018,-0.6558198132792622,9.668995176885739,6,0,0,0.1517,,
-0.04963083754733914,-0.8926342640164443,9.652120683881702,-0.3532858670934361,4.438656687526801,2.1013095430270616,-0.039723825375044756,-0.8380205002257035,9.691365710564384,7,0,0,0.1265,,
0.14455867427070337,-0.010011904192223224,9.887764240385154,3.8651586386968653,-0.786403709766353,-0.5208175451068064,0.14394244522484795,0.00822736934710436,9.933775865030468,8,0,0,0.1537,,
-0.07831368839648054,0.6131826113942312,9.84152553958585,-0.6416705814785353,0.6752687649268538,-2.4061668995331256,-0.16693573667669392,0.5716363361368553,9.882440890795285,9,0,0,0.1536,,
-0.024239324075439956,0.2314563314038297,9.57100641493272,3.831194125870063,-0.7132961286724313,-2.4928309390774612,-0.0075150410505952295,0.19309245617983478,9.623095544684242,10,0,0,0.1537,,
0.05299973436743547,-0.7716434283160731,9.514477235183495,-4.240767404917732,-2.169487932607292,-2.8434351894515113,0.008506038032302154,-0.79172473282913,9.421339712665228,11,0,0,0.1484,,
-0.5653285466874749,0.07532101711592248,9.677227825212718,-4.048391636565856,-1.0423576610168845,-4.057095967240378,-0.49016905029467617,0.09227721616652841,9.652186103268269,12,0,0,0.1537,,
-0.012552395755876496,-0.1784315539527231,9.457162268053349,-0.5507459375173185,0.7672143263454494,-1.099673423075957,-0.008118037826101727,-0.10696513840109163,9.453255587840086,13,0,0,0.1534,,
0.04671247590075662,0.4491649106247295,9.808296667406742,-0.46308116661906773,-3.9321061795508285,0.08039953259374433,0.06977627131043486,0.4641054474916422,9.778301098365189,14,0,0,0.1537,,
0.01849147583999738,0.2937309403149414,9.76130927890723,0.3687205450208847,-3.7071028337166236,5.095611257081529,0.07496123983634242,0.3002643964414758,9.811978623653445,15,0,0,0.1537,,
-0.4841078123123885,0.20825539608810473,10.004055569283006,2.3950498992557985,0.9068672590754568,-0.7144179802730617,-0.4281478123888849,0.14284826755986374,9.992628291052121,16,0,0,0.1537,,
-0.01246758020555175,-0.053345932940438635,9.646931804497143,2.8286365967457376,-2.3211263865554517,1.768761629733973,0.009307982017674453,-0.0665761088281821,9.69703639375502,17,0,0,0.1537,,
-0.3633322460581301,0.12774214951944818,9.685128830434548,4.991380077292996,-3.0900649336874184,-3.5636403436256168,-0.34744232198695413,0.0644644008662398,9.794433559570113,18,0,0,0.1537,,
-0.27506006764536284,-0.031346784489396366,9.944272314063934,0.6005023368148561,-4.741411505186929,4.147163303166441,-0.2541469478657024,0.013570943838708494,9.93578267162243,19,0,0,0.1537,,
-0.06622358088334075,-0.09723173447991186,9.704192428052925,3.24894483496424,-2.4649682681802623,-1.7748289899518188,-0.11470461672006875,-0.15434886292113192,9.677931505572442,20,0,0,0.1537,,
